2022-05-13T09:28:53.178749;6e:2a:66:c2:9b:2a;UNKNOWN;-79
2022-05-13T09:28:54.944225;6e:2a:66:c2:9b:2a;UNKNOWN;-81
2022-05-13T09:28:54.969132;6e:2a:66:c2:9b:2a;UNKNOWN;-85
2022-05-13T09:28:55.031872;88:a3:03:7c:c9:ec;Samsung Electronics Co.,Ltd;-85
2022-05-13T09:28:57.241360;b8:27:eb:ed:92:43;Raspberry Pi Foundation;-20
2022-05-13T09:28:57.355341;b8:27:eb:ed:92:43;Raspberry Pi Foundation;-16
2022-05-13T09:28:57.391092;b8:27:eb:ed:92:43;Raspberry Pi Foundation;-16
2022-05-13T09:28:57.490772;b8:27:eb:ed:92:43;Raspberry Pi Foundation;-20
2022-05-13T09:28:57.525226;b8:27:eb:ed:92:43;Raspberry Pi Foundation;-18
2022-05-13T09:29:01.841138;88:a3:03:7c:c9:ec;Samsung Electronics Co.,Ltd;-79
2022-05-13T09:29:01.872475;88:a3:03:7c:c9:ec;Samsung Electronics Co.,Ltd;-79
2022-05-13T09:29:01.945443;88:a3:03:7c:c9:ec;Samsung Electronics Co.,Ltd;-81
2022-05-13T09:29:01.976551;88:a3:03:7c:c9:ec;Samsung Electronics Co.,Ltd;-83
2022-05-13T09:29:08.028684;fc:d4:36:0c:27:b5;UNKNOWN;-77
2022-05-13T09:29:09.122109;16:5c:a4:a3:1b:72;UNKNOWN;-75
2022-05-13T09:29:09.136518;16:5c:a4:a3:1b:72;UNKNOWN;-75
2022-05-13T09:29:09.168139;16:5c:a4:a3:1b:72;UNKNOWN;-71
2022-05-13T09:29:10.409787;b8:27:eb:ed:92:43;Raspberry Pi Foundation;-18
2022-05-13T09:29:10.444109;b8:27:eb:ed:92:43;Raspberry Pi Foundation;-16
2022-05-13T09:29:10.544021;b8:27:eb:ed:92:43;Raspberry Pi Foundation;-20
2022-05-13T09:29:11.910768;fc:d4:36:0c:27:b5;UNKNOWN;-81
2022-05-13T09:29:11.941069;fc:d4:36:0c:27:b5;UNKNOWN;-75
2022-05-13T09:29:14.275545;52:50:5c:de:1e:39;UNKNOWN;-59
2022-05-13T09:29:14.308135;52:50:5c:de:1e:39;UNKNOWN;-59
2022-05-13T09:29:19.274866;da:a1:19:09:63:27;UNKNOWN;-71
2022-05-13T09:29:19.302580;da:a1:19:09:63:27;UNKNOWN;-69
2022-05-13T09:29:19.332869;da:a1:19:09:63:27;UNKNOWN;-67
2022-05-13T09:29:19.363689;da:a1:19:09:63:27;UNKNOWN;-67
2022-05-13T09:29:19.394515;da:a1:19:09:63:27;UNKNOWN;-65
2022-05-13T09:29:19.426924;da:a1:19:09:63:27;UNKNOWN;-67
2022-05-13T09:29:20.068834;f6:46:40:fc:be:06;UNKNOWN;-79
2022-05-13T09:29:20.100042;f6:46:40:fc:be:06;UNKNOWN;-81
2022-05-13T09:29:22.167697;da:a1:19:c8:44:4a;UNKNOWN;-83
2022-05-13T09:29:23.469053;b8:27:eb:ed:92:43;Raspberry Pi Foundation;-16
2022-05-13T09:29:23.503588;b8:27:eb:ed:92:43;Raspberry Pi Foundation;-16
2022-05-13T09:29:23.603936;b8:27:eb:ed:92:43;Raspberry Pi Foundation;-20
2022-05-13T09:29:24.402377;62:e0:ce:0f:8f:19;UNKNOWN;-63
2022-05-13T09:29:27.294680;16:1f:d1:52:7f:6c;UNKNOWN;-77
2022-05-13T09:29:27.319685;16:1f:d1:52:7f:6c;UNKNOWN;-77
2022-05-13T09:29:27.409731;16:1f:d1:52:7f:6c;UNKNOWN;-79
2022-05-13T09:29:27.434736;16:1f:d1:52:7f:6c;UNKNOWN;-79
2022-05-13T09:29:30.816424;e2:59:0d:a6:1e:dd;UNKNOWN;-71
2022-05-13T09:29:30.841264;e2:59:0d:a6:1e:dd;UNKNOWN;-75
2022-05-13T09:29:32.977645;f8:0f:f9:e1:44:e4;Google, Inc.;-77
2022-05-13T09:29:33.012198;f8:0f:f9:e1:44:e4;Google, Inc.;-77
2022-05-13T09:29:33.667287;4a:99:73:ea:6f:0c;UNKNOWN;-85
2022-05-13T09:29:33.696610;4a:99:73:ea:6f:0c;UNKNOWN;-81
2022-05-13T09:29:33.725962;4a:99:73:ea:6f:0c;UNKNOWN;-83
2022-05-13T09:29:36.526094;b8:27:eb:ed:92:43;Raspberry Pi Foundation;-16
2022-05-13T09:29:36.561477;b8:27:eb:ed:92:43;Raspberry Pi Foundation;-18
2022-05-13T09:29:36.680008;b8:27:eb:ed:92:43;Raspberry Pi Foundation;-20
2022-05-13T09:29:40.364230;b8:27:eb:ed:92:43;Raspberry Pi Foundation;-49
2022-05-13T09:29:40.478176;b8:27:eb:ed:92:43;Raspberry Pi Foundation;-20
2022-05-13T09:29:40.615147;b8:27:eb:ed:92:43;Raspberry Pi Foundation;-16
2022-05-13T09:29:40.649715;b8:27:eb:ed:92:43;Raspberry Pi Foundation;-16
2022-05-13T09:29:40.772026;b8:27:eb:ed:92:43;Raspberry Pi Foundation;-20
2022-05-13T09:29:41.855677;f8:0f:f9:e1:44:e4;Google, Inc.;-83
2022-05-13T09:29:41.888562;f8:0f:f9:e1:44:e4;Google, Inc.;-89
2022-05-13T09:29:43.026399;f8:1a:2b:e5:37:05;UNKNOWN;-81
2022-05-13T09:29:43.060668;f8:1a:2b:e5:37:05;UNKNOWN;-83
2022-05-13T09:29:43.086000;8a:25:fe:11:c1:07;UNKNOWN;-73
2022-05-13T09:29:43.118564;8a:25:fe:11:c1:07;UNKNOWN;-73
2022-05-13T09:29:43.621494;88:a3:03:7c:c9:ec;Samsung Electronics Co.,Ltd;-59
2022-05-13T09:29:43.652813;88:a3:03:7c:c9:ec;Samsung Electronics Co.,Ltd;-59
2022-05-13T09:29:44.081645;2e:5a:4f:75:a2:85;UNKNOWN;-77
2022-05-13T09:29:44.115199;2e:5a:4f:75:a2:85;UNKNOWN;-77
2022-05-13T09:29:44.148728;2e:5a:4f:75:a2:85;UNKNOWN;-69
2022-05-13T09:29:44.182007;2e:5a:4f:75:a2:85;UNKNOWN;-73
2022-05-13T09:29:44.215334;2e:5a:4f:75:a2:85;UNKNOWN;-73
2022-05-13T09:29:44.248784;2e:5a:4f:75:a2:85;UNKNOWN;-71
2022-05-13T09:29:46.239395;f8:0f:f9:e1:44:e4;Google, Inc.;-81
2022-05-13T09:29:46.312135;f8:0f:f9:e1:44:e4;Google, Inc.;-83
2022-05-13T09:29:46.500061;9c:6b:72:02:dd:1b;Realme Chongqing MobileTelecommunications Corp Ltd;-89
2022-05-13T09:29:46.537089;9c:6b:72:02:dd:1b;Realme Chongqing MobileTelecommunications Corp Ltd;-87
2022-05-13T09:29:47.011770;16:1f:d1:52:7f:6c;UNKNOWN;-63
2022-05-13T09:29:47.036939;16:1f:d1:52:7f:6c;UNKNOWN;-61
2022-05-13T09:29:47.447017;f8:1a:2b:e5:37:05;UNKNOWN;-79
2022-05-13T09:29:47.479224;f8:1a:2b:e5:37:05;UNKNOWN;-79
2022-05-13T09:29:49.176002;b8:27:eb:ed:92:43;Raspberry Pi Foundation;-55
2022-05-13T09:29:49.445545;b8:27:eb:ed:92:43;Raspberry Pi Foundation;-20
2022-05-13T09:29:49.579182;b8:27:eb:ed:92:43;Raspberry Pi Foundation;-16
