date,devices,added,removed,scaled
2022/05/01 03:29:16,14,0,0,-8
2022/05/01 03:29:32,14,0,0,-8
2022/05/01 03:29:48,13,0,1,-8
2022/05/01 03:30:04,14,1,0,-8
2022/05/01 03:30:20,15,1,0,-7
2022/05/01 03:30:36,17,2,0,-7
2022/05/01 03:30:52,19,2,0,-6
2022/05/01 03:31:08,24,5,0,-5
2022/05/01 03:31:24,21,0,3,-5
2022/05/01 03:31:40,21,0,0,-5
2022/05/01 03:31:57,22,2,1,-5
2022/05/01 03:32:13,23,1,0,-5
2022/05/01 03:32:29,22,2,3,-5
2022/05/01 03:32:45,22,1,1,-5
2022/05/01 03:33:01,21,0,1,-5
2022/05/01 03:33:17,21,0,0,-5
2022/05/01 03:33:33,22,1,0,-5
2022/05/01 03:33:49,23,1,0,-5
2022/05/01 03:34:05,24,1,0,-5
2022/05/01 03:34:21,24,0,0,-5
2022/05/01 03:34:38,23,1,2,-5
2022/05/01 03:34:54,21,0,2,-5
2022/05/01 03:35:10,18,1,4,-6
2022/05/01 03:35:26,20,2,0,-6
2022/05/01 03:35:42,21,1,0,-5
2022/05/01 03:35:58,18,0,3,-6
2022/05/01 03:36:14,18,1,1,-6
2022/05/01 03:36:30,18,2,2,-6
2022/05/01 03:36:46,18,1,1,-6
2022/05/01 03:37:02,19,1,0,-6
2022/05/01 03:37:19,24,5,0,-5
2022/05/01 03:37:35,26,2,0,-4
2022/05/01 03:37:51,27,2,1,-4
2022/05/01 03:38:07,29,3,1,-3
2022/05/01 03:38:23,32,3,0,-2
2022/05/01 03:38:39,34,2,0,-1
2022/05/01 03:38:55,34,0,0,-1
2022/05/01 03:39:11,34,1,1,-1
2022/05/01 03:39:27,33,0,1,-2
2022/05/01 03:39:44,33,1,1,-2
2022/05/01 03:40:00,34,2,1,-1
2022/05/01 03:40:16,34,0,0,-1
2022/05/01 03:40:32,31,0,3,-2
2022/05/01 03:40:48,30,1,2,-3
2022/05/01 03:41:04,31,2,1,-2
2022/05/01 03:41:20,27,1,5,-4
2022/05/01 03:41:36,24,0,3,-5
2022/05/01 03:41:52,22,0,2,-5
2022/05/01 03:42:08,21,1,2,-5
2022/05/01 03:42:24,19,0,2,-6
2022/05/01 03:42:40,18,1,2,-6
2022/05/01 03:42:57,18,0,0,-6
2022/05/01 03:43:13,17,1,2,-7
2022/05/01 03:43:29,17,0,0,-7
2022/05/01 03:43:45,18,2,1,-6
2022/05/01 03:44:01,17,1,2,-7
2022/05/01 03:44:17,18,1,0,-6
2022/05/01 03:44:33,18,0,0,-6
2022/05/01 03:44:49,17,0,1,-7
2022/05/01 03:45:05,15,1,3,-7
2022/05/01 03:45:21,16,2,1,-7
2022/05/01 03:45:37,17,1,0,-7
2022/05/01 03:45:54,22,5,0,-5
2022/05/01 03:46:10,22,0,0,-5
2022/05/01 03:46:26,21,0,1,-5
2022/05/01 03:46:42,23,2,0,-5
2022/05/01 03:46:58,25,2,0,-4
2022/05/01 03:47:14,31,6,0,-2
2022/05/01 03:47:30,36,5,0,-1
2022/05/01 03:47:46,36,3,3,-1
2022/05/01 03:48:02,39,3,0,0
2022/05/01 03:48:18,39,1,1,0
2022/05/01 03:48:34,39,1,1,0
2022/05/01 03:48:50,40,1,0,0
2022/05/01 03:49:06,40,1,1,0
2022/05/01 03:49:23,40,1,1,0
2022/05/01 03:49:39,39,0,1,0
2022/05/01 03:49:55,33,0,6,-2
2022/05/01 03:50:11,34,1,0,-1
2022/05/01 03:50:27,34,0,0,-1
2022/05/01 03:50:43,32,0,2,-2
2022/05/01 03:50:59,31,0,1,-2
2022/05/01 03:51:15,29,3,5,-3
2022/05/01 03:51:31,26,3,6,-4
2022/05/01 03:51:48,24,1,3,-5
2022/05/01 03:52:04,22,1,3,-5
2022/05/01 03:52:20,22,1,1,-5
2022/05/01 03:52:36,23,2,1,-5
2022/05/01 03:52:52,25,3,1,-4
2022/05/01 03:53:08,24,0,1,-5
2022/05/01 03:53:24,23,0,1,-5
2022/05/01 03:53:40,23,0,0,-5
2022/05/01 03:53:57,25,2,0,-4
2022/05/01 03:54:13,25,0,0,-4
2022/05/01 03:54:29,24,0,1,-5
2022/05/01 03:54:45,21,0,3,-5
2022/05/01 03:55:01,21,0,0,-5
2022/05/01 03:55:17,20,1,2,-6
2022/05/01 03:55:33,16,0,4,-7
2022/05/01 03:55:49,15,0,1,-7
2022/05/01 03:56:05,15,1,1,-7
2022/05/01 03:56:21,15,1,1,-7
2022/05/01 03:56:37,14,1,2,-8
2022/05/01 03:56:53,14,4,4,-8
2022/05/01 03:57:09,15,1,0,-7
2022/05/01 03:57:26,16,1,0,-7
2022/05/01 03:57:42,17,1,0,-7
2022/05/01 03:57:58,15,0,2,-7
2022/05/01 03:58:14,16,1,0,-7
2022/05/01 03:58:30,18,2,0,-6
2022/05/01 03:58:46,19,1,0,-6
2022/05/01 03:59:02,21,2,0,-5
2022/05/01 03:59:18,21,0,0,-5
2022/05/01 03:59:34,21,0,0,-5
2022/05/01 03:59:50,24,3,0,-5
2022/05/01 04:00:07,25,1,0,-4
2022/05/01 04:00:23,25,1,1,-4
2022/05/01 04:00:39,24,0,1,-5
2022/05/01 04:00:56,22,2,4,-5
2022/05/01 04:01:12,24,3,1,-5
2022/05/01 04:01:28,24,0,0,-5
2022/05/01 04:01:44,23,0,1,-5
2022/05/01 04:02:00,24,2,1,-5
2022/05/01 04:02:16,25,2,1,-4
2022/05/01 04:02:32,26,3,2,-4
2022/05/01 04:02:48,25,0,1,-4
2022/05/01 04:03:04,24,1,2,-5
2022/05/01 04:03:20,24,0,0,-5
2022/05/01 04:03:36,26,2,0,-4
2022/05/01 04:03:52,24,1,3,-5
2022/05/01 04:04:09,25,2,1,-4
2022/05/01 04:04:25,26,2,1,-4
2022/05/01 04:04:41,26,0,0,-4
2022/05/01 04:04:57,24,1,3,-5
2022/05/01 04:05:13,25,4,3,-4
2022/05/01 04:05:29,25,0,0,-4
2022/05/01 04:05:45,25,0,0,-4
2022/05/01 04:06:01,23,0,2,-5
2022/05/01 04:06:17,22,1,2,-5
2022/05/01 04:06:34,20,0,2,-6
2022/05/01 04:06:50,19,0,1,-6
2022/05/01 04:07:06,18,0,1,-6
2022/05/01 04:07:22,17,0,1,-7
2022/05/01 04:07:38,17,2,2,-7
2022/05/01 04:07:54,19,2,0,-6
2022/05/01 04:08:10,19,2,2,-6
2022/05/01 04:08:26,18,1,2,-6
2022/05/01 04:08:42,24,7,1,-5
2022/05/01 04:08:58,26,3,1,-4
2022/05/01 04:09:14,25,2,3,-4
2022/05/01 04:09:30,25,0,0,-4
2022/05/01 04:09:47,27,2,0,-4
2022/05/01 04:10:03,32,5,0,-2
2022/05/01 04:10:19,33,2,1,-2
2022/05/01 04:10:35,33,0,0,-2
2022/05/01 04:10:51,34,1,0,-1
2022/05/01 04:11:07,34,1,1,-1
2022/05/01 04:11:23,35,1,0,-1
2022/05/01 04:11:39,33,0,2,-2
2022/05/01 04:11:56,33,2,2,-2
2022/05/01 04:12:12,36,5,2,-1
2022/05/01 04:12:28,39,4,1,0
2022/05/01 04:12:44,34,1,6,-1
2022/05/01 04:13:00,32,1,3,-2
2022/05/01 04:13:16,31,1,2,-2
2022/05/01 04:13:32,32,1,0,-2
2022/05/01 04:13:48,29,0,3,-3
2022/05/01 04:14:04,26,1,4,-4
2022/05/01 04:14:20,24,1,3,-5
2022/05/01 04:14:36,23,0,1,-5
2022/05/01 04:14:52,23,0,0,-5
2022/05/01 04:15:08,23,1,1,-5
2022/05/01 04:15:24,23,1,1,-5
2022/05/01 04:15:40,27,4,0,-4
2022/05/01 04:15:57,25,0,2,-4
2022/05/01 04:16:13,20,0,5,-6
2022/05/01 04:16:29,18,2,4,-6
2022/05/01 04:16:45,19,2,1,-6
2022/05/01 04:17:01,18,0,1,-6
2022/05/01 04:17:17,18,1,1,-6
2022/05/01 04:17:33,17,1,2,-7
2022/05/01 04:17:49,18,1,0,-6
2022/05/01 04:18:05,19,2,1,-6
2022/05/01 04:18:22,20,2,1,-6
2022/05/01 04:18:38,20,0,0,-6
2022/05/01 04:18:54,23,3,0,-5
2022/05/01 04:19:10,23,0,0,-5
2022/05/01 04:19:26,24,2,1,-5
2022/05/01 04:19:42,21,0,3,-5
2022/05/01 04:19:58,23,2,0,-5
2022/05/01 04:20:14,27,4,0,-4
2022/05/01 04:20:30,25,0,2,-4
2022/05/01 04:20:46,23,0,2,-5
2022/05/01 04:21:02,25,2,0,-4
2022/05/01 04:21:18,24,0,1,-5
2022/05/01 04:21:34,25,2,1,-4
2022/05/01 04:21:51,25,1,1,-4
2022/05/01 04:22:07,23,0,2,-5
2022/05/01 04:22:23,21,0,2,-5
2022/05/01 04:22:39,21,0,0,-5
2022/05/01 04:22:55,18,0,3,-6
2022/05/01 04:23:11,20,2,0,-6
2022/05/01 04:23:27,19,1,2,-6
2022/05/01 04:23:44,17,0,2,-7
2022/05/01 04:24:00,14,0,3,-8
2022/05/01 04:24:16,11,0,3,-9
2022/05/01 04:24:32,11,0,0,-9
2022/05/01 04:24:48,12,1,0,-8
2022/05/01 04:25:04,13,3,2,-8
2022/05/01 04:25:21,14,1,0,-8
2022/05/01 04:25:37,13,1,2,-8
2022/05/01 04:25:53,13,1,1,-8
2022/05/01 04:26:09,19,6,0,-6
2022/05/01 04:26:25,19,1,1,-6
2022/05/01 04:26:41,21,2,0,-5
2022/05/01 04:26:57,24,3,0,-5
2022/05/01 04:27:13,24,0,0,-5
2022/05/01 04:27:29,23,0,1,-5
2022/05/01 04:27:45,23,0,0,-5
2022/05/01 04:28:01,25,3,1,-4
2022/05/01 04:28:17,28,3,0,-3
2022/05/01 04:28:33,28,0,0,-3
2022/05/01 04:28:50,29,1,0,-3
2022/05/01 04:29:06,28,0,1,-3
2022/05/01 04:29:22,28,0,0,-3
2022/05/01 04:29:38,27,0,1,-4
2022/05/01 04:29:55,25,0,2,-4
2022/05/01 04:30:11,19,1,7,-6
2022/05/01 04:30:27,19,0,0,-6
2022/05/01 04:30:43,20,3,2,-6
2022/05/01 04:30:59,19,2,3,-6
2022/05/01 04:31:15,22,3,0,-5
2022/05/01 04:31:31,28,6,0,-3
2022/05/01 04:31:47,28,1,1,-3
2022/05/01 04:32:03,26,2,4,-4
2022/05/01 04:32:19,23,0,3,-5
2022/05/01 04:32:35,26,3,0,-4
2022/05/01 04:32:52,25,0,1,-4
2022/05/01 04:33:08,24,0,1,-5
2022/05/01 04:33:24,24,0,0,-5
2022/05/01 04:33:40,27,3,0,-4
2022/05/01 04:33:56,28,1,0,-3
2022/05/01 04:34:13,29,2,1,-3
2022/05/01 04:34:29,30,1,0,-3
2022/05/01 04:34:45,30,3,3,-3
2022/05/01 04:35:01,30,1,1,-3
2022/05/01 04:35:17,26,0,4,-4
2022/05/01 04:35:33,20,0,6,-6
2022/05/01 04:35:49,20,0,0,-6
2022/05/01 04:36:05,19,1,2,-6
2022/05/01 04:36:21,20,1,0,-6
2022/05/01 04:36:37,19,2,3,-6
2022/05/01 04:36:53,20,1,0,-6
2022/05/01 04:37:10,22,2,0,-5
2022/05/01 04:37:26,22,0,0,-5
2022/05/01 04:37:42,19,1,4,-6
2022/05/01 04:37:58,18,0,1,-6
2022/05/01 04:38:14,18,2,2,-6
2022/05/01 04:38:30,18,1,1,-6
2022/05/01 04:38:46,16,1,3,-7
2022/05/01 04:39:02,15,0,1,-7
2022/05/01 04:39:18,17,2,0,-7
2022/05/01 04:39:34,18,1,0,-6
2022/05/01 04:39:50,23,5,0,-5
2022/05/01 04:40:06,23,1,1,-5
2022/05/01 04:40:22,24,1,0,-5
2022/05/01 04:40:38,21,0,3,-5
2022/05/01 04:40:55,22,2,1,-5
2022/05/01 04:41:11,21,1,2,-5
2022/05/01 04:41:27,25,4,0,-4
2022/05/01 04:41:43,26,2,1,-4
2022/05/01 04:41:59,28,2,0,-3
2022/05/01 04:42:15,27,1,2,-4
2022/05/01 04:42:31,27,1,1,-4
2022/05/01 04:42:47,28,2,1,-3
2022/05/01 04:43:03,29,1,0,-3
2022/05/01 04:43:19,27,0,2,-4
2022/05/01 04:43:35,28,1,0,-3
2022/05/01 04:43:51,24,1,5,-5
2022/05/01 04:44:13,27,4,1,-4
2022/05/01 04:44:29,28,2,1,-3
2022/05/01 04:44:45,33,5,0,-2
2022/05/01 04:45:01,33,2,2,-2
2022/05/01 04:45:17,36,4,1,-1
2022/05/01 04:45:33,33,1,4,-2
2022/05/01 04:45:49,33,2,2,-2
2022/05/01 04:46:05,31,0,2,-2
2022/05/01 04:46:21,33,3,1,-2
2022/05/01 04:46:37,34,2,1,-1
2022/05/01 04:46:53,32,1,3,-2
2022/05/01 04:47:09,34,2,0,-1
2022/05/01 04:47:26,35,1,0,-1
2022/05/01 04:47:42,37,2,0,0
2022/05/01 04:47:58,35,0,2,-1
2022/05/01 04:48:14,34,3,4,-1
2022/05/01 04:48:30,33,1,2,-2
2022/05/01 04:48:46,30,2,5,-3
2022/05/01 04:49:02,30,2,2,-3
2022/05/01 04:49:18,27,1,4,-4
2022/05/01 04:49:34,31,5,1,-2
2022/05/01 04:49:50,31,2,2,-2
2022/05/01 04:50:06,32,2,1,-2
2022/05/01 04:50:22,33,4,3,-2
2022/05/01 04:50:38,33,2,2,-2
2022/05/01 04:50:55,33,1,1,-2
2022/05/01 04:51:11,33,3,3,-2
2022/05/01 04:51:27,32,0,1,-2
2022/05/01 04:51:43,30,0,2,-3
2022/05/01 04:51:59,34,4,0,-1
2022/05/01 04:52:15,33,2,3,-2
2022/05/01 04:52:31,37,5,1,0
2022/05/01 04:52:47,37,2,2,0
2022/05/01 04:53:03,35,0,2,-1
2022/05/01 04:53:19,34,0,1,-1
2022/05/01 04:53:35,29,0,5,-3
2022/05/01 04:53:52,30,3,2,-3
2022/05/01 04:54:08,29,1,2,-3
2022/05/01 04:54:24,25,0,4,-4
2022/05/01 04:54:40,25,1,1,-4
2022/05/01 04:54:56,24,0,1,-5
2022/05/01 04:55:12,23,1,2,-5
2022/05/01 04:55:28,22,0,1,-5
2022/05/01 04:55:44,23,1,0,-5
2022/05/01 04:56:01,22,3,4,-5
2022/05/01 04:56:17,20,0,2,-6
2022/05/01 04:56:33,15,0,5,-7
2022/05/01 04:56:49,16,2,1,-7
2022/05/01 04:57:19,17,1,0,-7
2022/05/01 04:57:35,17,0,0,-7
2022/05/01 04:57:51,19,2,0,-6
2022/05/01 04:58:07,17,1,3,-7
2022/05/01 04:58:23,22,6,1,-5
2022/05/01 04:58:39,22,0,0,-5
2022/05/01 04:58:56,21,0,1,-5
2022/05/01 04:59:12,20,0,1,-6
2022/05/01 04:59:28,21,2,1,-5
2022/05/01 04:59:44,23,2,0,-5
2022/05/01 05:00:00,24,1,0,-5
2022/05/01 05:00:16,23,2,3,-5
2022/05/01 05:00:32,24,1,0,-5
2022/05/01 05:00:48,24,0,0,-5
2022/05/01 05:01:05,23,1,2,-5
2022/05/01 05:01:21,24,2,1,-5
2022/05/01 05:01:37,24,0,0,-5
2022/05/01 05:01:53,24,2,2,-5
2022/05/01 05:02:09,27,3,0,-4
2022/05/01 05:02:25,22,1,6,-5
2022/05/01 05:02:41,25,3,0,-4
2022/05/01 05:02:57,26,1,0,-4
2022/05/01 05:03:13,29,3,0,-3
2022/05/01 05:03:29,29,2,2,-3
2022/05/01 05:03:45,28,1,2,-3
2022/05/01 05:04:01,28,1,1,-3
2022/05/01 05:04:17,29,3,2,-3
2022/05/01 05:04:34,32,3,0,-2
2022/05/01 05:04:50,32,0,0,-2
2022/05/01 05:05:06,30,0,2,-3
2022/05/01 05:05:22,28,0,2,-3
2022/05/01 05:05:38,27,0,1,-4
2022/05/01 05:05:54,26,1,2,-4
2022/05/01 05:06:10,26,3,3,-4
2022/05/01 05:06:26,25,0,1,-4
2022/05/01 05:06:42,23,1,3,-5
2022/05/01 05:06:58,23,1,1,-5
2022/05/01 05:07:14,22,2,3,-5
2022/05/01 05:07:30,19,0,3,-6
2022/05/01 05:07:46,19,0,0,-6
2022/05/01 05:08:02,18,0,1,-6
2022/05/01 05:08:19,17,2,3,-7
2022/05/01 05:08:35,20,4,1,-6
2022/05/01 05:08:51,19,0,1,-6
2022/05/01 05:09:07,19,0,0,-6
2022/05/01 05:09:23,20,1,0,-6
2022/05/01 05:09:39,21,1,0,-5
2022/05/01 05:09:55,20,0,1,-6
2022/05/01 05:10:11,21,3,2,-5
2022/05/01 05:10:27,22,2,1,-5
2022/05/01 05:10:43,21,0,1,-5
2022/05/01 05:11:00,19,0,2,-6
2022/05/01 05:11:16,17,0,2,-7
2022/05/01 05:11:32,18,2,1,-6
2022/05/01 05:11:48,18,0,0,-6
2022/05/01 05:12:04,21,3,0,-5
2022/05/01 05:12:20,20,1,2,-6
2022/05/01 05:12:36,17,1,4,-7
2022/05/01 05:12:52,18,1,0,-6
2022/05/01 05:13:08,22,4,0,-5
2022/05/01 05:13:24,22,1,1,-5
2022/05/01 05:13:40,25,3,0,-4
2022/05/01 05:13:57,28,4,1,-3
2022/05/01 05:14:13,29,4,3,-3
2022/05/01 05:14:29,30,3,2,-3
2022/05/01 05:14:45,30,0,0,-3
2022/05/01 05:15:01,30,0,0,-3
2022/05/01 05:15:17,31,1,0,-2
2022/05/01 05:15:33,33,2,0,-2
2022/05/01 05:15:49,34,1,0,-1
2022/05/01 05:16:05,33,2,3,-2
2022/05/01 05:16:22,35,2,0,-1
2022/05/01 05:16:38,34,1,2,-1
2022/05/01 05:16:54,35,2,1,-1
2022/05/01 05:17:10,31,0,4,-2
2022/05/01 05:17:26,31,2,2,-2
2022/05/01 05:17:42,29,1,3,-3
2022/05/01 05:17:58,24,0,5,-5
2022/05/01 05:18:14,21,1,4,-5
2022/05/01 05:18:30,19,1,3,-6
2022/05/01 05:18:46,19,0,0,-6
2022/05/01 05:19:02,20,1,0,-6
2022/05/01 05:19:18,20,1,1,-6
2022/05/01 05:19:34,19,1,2,-6
2022/05/01 05:19:50,18,0,1,-6
2022/05/01 05:20:07,19,2,1,-6
2022/05/01 05:20:23,19,2,2,-6
2022/05/01 05:20:39,18,0,1,-6
2022/05/01 05:20:55,17,1,2,-7
2022/05/01 05:21:11,17,0,0,-7
2022/05/01 05:21:27,17,2,2,-7
2022/05/01 05:21:43,16,0,1,-7
2022/05/01 05:21:59,17,1,0,-7
2022/05/01 05:22:16,17,1,1,-7
2022/05/01 05:22:32,19,3,1,-6
2022/05/01 05:22:48,20,1,0,-6
2022/05/01 05:23:04,20,1,1,-6
2022/05/01 05:23:20,20,1,1,-6
2022/05/01 05:23:36,17,0,3,-7
2022/05/01 05:23:52,17,0,0,-7
2022/05/01 05:24:08,16,0,1,-7
2022/05/01 05:24:24,18,3,1,-6
2022/05/01 05:24:40,21,3,0,-5
2022/05/01 05:24:57,21,2,2,-5
2022/05/01 05:25:13,23,2,0,-5
2022/05/01 05:25:29,21,0,2,-5
2022/05/01 05:25:45,23,2,0,-5
2022/05/01 05:26:01,22,0,1,-5
2022/05/01 05:26:17,21,0,1,-5
2022/05/01 05:26:33,19,0,2,-6
2022/05/01 05:26:49,17,0,2,-7
2022/05/01 05:27:05,16,0,1,-7
2022/05/01 05:27:21,15,0,1,-7
2022/05/01 05:27:37,16,1,0,-7
2022/05/01 05:27:53,17,1,0,-7
2022/05/01 05:28:09,21,4,0,-5
2022/05/01 05:28:25,20,2,3,-6
2022/05/01 05:28:42,18,0,2,-6
2022/05/01 05:28:58,19,2,1,-6
2022/05/01 05:29:14,18,0,1,-6
2022/05/01 05:29:30,15,1,4,-7
2022/05/01 05:29:46,14,0,1,-8
2022/05/01 05:30:02,16,2,0,-7
2022/05/01 05:30:18,18,2,0,-6
2022/05/01 05:30:34,19,1,0,-6
2022/05/01 05:30:50,19,0,0,-6
2022/05/01 05:31:06,20,1,0,-6
2022/05/01 05:31:22,20,0,0,-6
2022/05/01 05:31:38,20,1,1,-6
2022/05/01 05:31:55,19,0,1,-6
2022/05/01 05:32:11,17,1,3,-7
2022/05/01 05:32:27,15,0,2,-7
2022/05/01 05:32:43,15,1,1,-7
2022/05/01 05:32:59,16,2,1,-7
2022/05/01 05:33:16,18,2,0,-6
2022/05/01 05:33:32,18,1,1,-6
2022/05/01 05:33:48,18,0,0,-6
2022/05/01 05:34:04,18,2,2,-6
2022/05/01 05:34:20,19,3,2,-6
2022/05/01 05:34:36,19,0,0,-6
2022/05/01 05:34:52,19,0,0,-6
2022/05/01 05:35:09,19,1,1,-6
2022/05/01 05:35:25,24,5,0,-5
2022/05/01 05:35:41,27,4,1,-4
2022/05/01 05:35:57,26,0,1,-4
2022/05/01 05:36:13,25,0,1,-4
2022/05/01 05:36:29,25,0,0,-4
2022/05/01 05:36:45,25,1,1,-4
2022/05/01 05:37:01,23,0,2,-5
2022/05/01 05:37:17,20,0,3,-6
2022/05/01 05:37:33,19,0,1,-6
2022/05/01 05:37:50,19,0,0,-6
2022/05/01 05:38:06,19,2,2,-6
2022/05/01 05:38:22,18,2,3,-6
2022/05/01 05:38:38,17,0,1,-7
2022/05/01 05:38:54,18,1,0,-6
2022/05/01 05:39:10,17,0,1,-7
2022/05/01 05:39:26,12,0,5,-8
2022/05/01 05:39:42,10,1,3,-9
2022/05/01 05:39:58,11,1,0,-9
2022/05/01 05:40:14,12,1,0,-8
2022/05/01 05:40:30,14,2,0,-8
2022/05/01 05:40:46,13,0,1,-8
2022/05/01 05:41:02,13,0,0,-8
2022/05/01 05:41:18,13,0,0,-8
2022/05/01 05:41:35,14,1,0,-8
2022/05/01 05:41:51,14,0,0,-8
2022/05/01 05:42:07,12,0,2,-8
2022/05/01 05:42:23,12,1,1,-8
2022/05/01 05:42:39,12,0,0,-8
2022/05/01 05:42:55,13,2,1,-8
2022/05/01 05:43:11,14,2,1,-8
2022/05/01 05:43:27,18,4,0,-6
2022/05/01 05:43:44,24,7,1,-5
2022/05/01 05:44:00,24,2,2,-5
2022/05/01 05:44:16,24,1,1,-5
2022/05/01 05:44:32,21,0,3,-5
2022/05/01 05:44:48,22,1,0,-5
2022/05/01 05:45:04,24,2,0,-5
2022/05/01 05:45:20,24,0,0,-5
2022/05/01 05:45:36,24,1,1,-5
2022/05/01 05:45:52,25,1,0,-4
2022/05/01 05:46:09,27,2,0,-4
2022/05/01 05:46:25,30,4,1,-3
2022/05/01 05:46:41,33,3,0,-2
2022/05/01 05:46:57,31,0,2,-2
2022/05/01 05:47:13,29,0,2,-3
2022/05/01 05:47:29,27,2,4,-4
2022/05/01 05:47:45,22,2,7,-5
2022/05/01 05:48:01,20,0,2,-6
2022/05/01 05:48:17,22,2,0,-5
2022/05/01 05:48:34,22,0,0,-5
2022/05/01 05:48:50,21,0,1,-5
2022/05/01 05:49:06,20,0,1,-6
2022/05/01 05:49:22,22,2,0,-5
2022/05/01 05:49:38,21,0,1,-5
2022/05/01 05:49:54,21,0,0,-5
2022/05/01 05:50:10,19,2,4,-6
2022/05/01 05:50:26,16,1,4,-7
2022/05/01 05:50:42,14,1,3,-8
2022/05/01 05:50:58,16,2,0,-7
2022/05/01 05:51:14,16,0,0,-7
2022/05/01 05:51:30,16,1,1,-7
2022/05/01 05:51:47,16,2,2,-7
2022/05/01 05:52:03,16,0,0,-7
2022/05/01 05:52:19,15,1,2,-7
2022/05/01 05:52:35,17,2,0,-7
2022/05/01 05:52:51,17,0,0,-7
2022/05/01 05:53:07,18,1,0,-6
2022/05/01 05:53:23,17,1,2,-7
2022/05/01 05:53:39,17,0,0,-7
2022/05/01 05:53:56,19,2,0,-6
2022/05/01 05:54:12,16,0,3,-7
2022/05/01 05:54:28,20,4,0,-6
2022/05/01 05:54:44,20,1,1,-6
2022/05/01 05:55:00,24,5,1,-5
2022/05/01 05:55:16,25,1,0,-4
2022/05/01 05:55:32,25,1,1,-4
2022/05/01 05:55:48,24,0,1,-5
2022/05/01 05:56:04,24,0,0,-5
2022/05/01 05:56:20,25,2,1,-4
2022/05/01 05:56:36,25,2,2,-4
2022/05/01 05:56:52,27,3,1,-4
2022/05/01 05:57:08,30,4,1,-3
2022/05/01 05:57:24,31,2,1,-2
2022/05/01 05:57:40,31,0,0,-2
2022/05/01 05:57:57,28,1,4,-3
2022/05/01 05:58:13,29,1,0,-3
2022/05/01 05:58:29,26,1,4,-4
2022/05/01 05:58:45,25,0,1,-4
2022/05/01 05:59:01,20,0,5,-6
2022/05/01 05:59:17,21,2,1,-5
2022/05/01 05:59:33,20,0,1,-6
2022/05/01 05:59:49,21,1,0,-5
2022/05/01 06:00:05,22,1,0,-5
2022/05/01 06:00:21,23,2,1,-5
2022/05/01 06:00:38,22,1,2,-5
2022/05/01 06:00:54,19,0,3,-6
2022/05/01 06:01:10,18,2,3,-6
2022/05/01 06:01:26,18,2,2,-6
2022/05/01 06:01:42,18,1,1,-6
2022/05/01 06:01:58,19,2,1,-6
2022/05/01 06:02:14,19,1,1,-6
2022/05/01 06:02:30,19,1,1,-6
2022/05/01 06:02:46,20,1,0,-6
2022/05/01 06:03:02,23,3,0,-5
2022/05/01 06:03:18,24,2,1,-5
2022/05/01 06:03:34,27,3,0,-4
2022/05/01 06:03:50,27,1,1,-4
2022/05/01 06:04:07,28,2,1,-3
2022/05/01 06:04:23,27,1,2,-4
2022/05/01 06:04:39,28,1,0,-3
2022/05/01 06:04:55,27,0,1,-4
2022/05/01 06:05:11,28,4,3,-3
2022/05/01 06:05:27,27,1,2,-4
2022/05/01 06:05:43,27,1,1,-4
2022/05/01 06:05:59,27,2,2,-4
2022/05/01 06:06:16,26,0,1,-4
2022/05/01 06:06:32,26,1,1,-4
2022/05/01 06:06:48,25,0,1,-4
2022/05/01 06:07:04,23,1,3,-5
2022/05/01 06:07:20,23,2,2,-5
2022/05/01 06:07:36,25,5,3,-4
2022/05/01 06:07:52,29,5,1,-3
2022/05/01 06:08:08,31,3,1,-2
2022/05/01 06:08:24,32,2,1,-2
2022/05/01 06:08:40,33,1,0,-2
2022/05/01 06:08:57,33,1,1,-2
2022/05/01 06:09:13,29,0,4,-3
2022/05/01 06:09:29,30,1,0,-3
2022/05/01 06:09:45,29,1,2,-3
2022/05/01 06:10:01,26,0,3,-4
2022/05/01 06:10:17,28,2,0,-3
2022/05/01 06:10:33,27,0,1,-4
2022/05/01 06:10:49,28,2,1,-3
2022/05/01 06:11:05,29,2,1,-3
2022/05/01 06:11:21,28,1,2,-3
2022/05/01 06:11:37,23,0,5,-5
2022/05/01 06:11:54,19,1,5,-6
2022/05/01 06:12:10,15,0,4,-7
2022/05/01 06:12:26,14,0,1,-8
2022/05/01 06:12:42,13,0,1,-8
2022/05/01 06:12:58,13,1,1,-8
2022/05/01 06:13:14,14,1,0,-8
2022/05/01 06:13:30,13,0,1,-8
2022/05/01 06:13:46,13,1,1,-8
2022/05/01 06:14:02,13,0,0,-8
2022/05/01 06:14:18,13,1,1,-8
2022/05/01 06:14:34,14,1,0,-8
2022/05/01 06:14:50,14,2,2,-8
2022/05/01 06:15:06,12,0,2,-8
2022/05/01 06:15:22,12,1,1,-8
2022/05/01 06:15:38,12,0,0,-8
2022/05/01 06:15:55,14,2,0,-8
2022/05/01 06:16:11,14,0,0,-8
2022/05/01 06:16:27,14,0,0,-8
2022/05/01 06:16:43,15,1,0,-7
2022/05/01 06:16:59,15,2,2,-7
2022/05/01 06:17:15,15,0,0,-7
2022/05/01 06:17:31,16,1,0,-7
2022/05/01 06:17:47,18,2,0,-6
2022/05/01 06:18:03,19,2,1,-6
2022/05/01 06:18:19,20,3,2,-6
2022/05/01 06:18:36,23,3,0,-5
2022/05/01 06:18:52,21,1,3,-5
2022/05/01 06:19:08,21,1,1,-5
2022/05/01 06:19:24,21,1,1,-5
2022/05/01 06:19:40,22,2,1,-5
2022/05/01 06:19:56,21,1,2,-5
