date,devices,added,removed,scaled
2022/05/01 00:36:37,35,4,5,-1
2022/05/01 00:36:53,32,2,5,-2
2022/05/01 00:37:10,29,0,3,-3
2022/05/01 00:37:26,30,2,1,-3
2022/05/01 00:37:42,30,1,1,-3
2022/05/01 00:37:58,31,3,2,-2
2022/05/01 00:38:14,31,1,1,-2
2022/05/01 00:38:30,29,1,3,-3
2022/05/01 00:38:46,30,1,0,-3
2022/05/01 00:39:02,31,2,1,-2
2022/05/01 00:39:18,31,0,0,-2
2022/05/01 00:39:34,32,2,1,-2
2022/05/01 00:39:50,35,4,1,-1
2022/05/01 00:40:06,33,0,2,-2
2022/05/01 00:40:22,35,3,1,-1
2022/05/01 00:40:38,34,2,3,-1
2022/05/01 00:40:55,32,1,3,-2
2022/05/01 00:41:11,34,2,0,-1
2022/05/01 00:41:27,34,2,2,-1
2022/05/01 00:41:43,37,3,0,0
2022/05/01 00:41:59,34,0,3,-1
2022/05/01 00:42:15,35,2,1,-1
2022/05/01 00:42:31,35,1,1,-1
2022/05/01 00:42:47,33,0,2,-2
2022/05/01 00:43:03,33,2,2,-2
2022/05/01 00:43:20,34,1,0,-1
2022/05/01 00:43:36,33,2,3,-2
2022/05/01 00:43:52,32,2,3,-2
2022/05/01 00:44:08,34,2,0,-1
2022/05/01 00:44:24,33,2,3,-2
2022/05/01 00:44:40,31,0,2,-2
2022/05/01 00:44:57,33,2,0,-2
2022/05/01 00:45:13,32,2,3,-2
2022/05/01 00:45:29,33,3,2,-2
2022/05/01 00:45:45,31,0,2,-2
2022/05/01 00:46:01,32,1,0,-2
2022/05/01 00:46:17,33,3,2,-2
2022/05/01 00:46:33,34,2,1,-1
2022/05/01 00:46:49,33,0,1,-2
2022/05/01 00:47:05,32,1,2,-2
2022/05/01 00:47:21,32,0,0,-2
2022/05/01 00:47:37,29,0,3,-3
2022/05/01 00:47:54,30,3,2,-3
2022/05/01 00:48:10,30,1,1,-3
2022/05/01 00:48:40,29,1,2,-3
2022/05/01 00:48:56,28,0,1,-3
2022/05/01 00:49:12,26,1,3,-4
2022/05/01 00:49:28,26,2,2,-4
2022/05/01 00:49:44,24,1,3,-5
2022/05/01 00:50:00,25,1,0,-4
2022/05/01 00:50:16,26,2,1,-4
2022/05/01 00:50:33,23,0,3,-5
2022/05/01 00:50:49,22,1,2,-5
2022/05/01 00:51:05,23,1,0,-5
2022/05/01 00:51:21,24,2,1,-5
2022/05/01 00:51:37,26,2,0,-4
2022/05/01 00:51:53,27,2,1,-4
2022/05/01 00:52:09,24,0,3,-5
2022/05/01 00:52:25,24,1,1,-5
2022/05/01 00:52:41,29,6,1,-3
2022/05/01 00:52:57,31,3,1,-2
2022/05/01 00:53:13,34,4,1,-1
2022/05/01 00:53:29,36,4,2,-1
2022/05/01 00:53:46,37,2,1,0
2022/05/01 00:54:02,39,2,0,0
2022/05/01 00:54:18,38,1,2,0
2022/05/01 00:54:34,40,3,1,0
2022/05/01 00:54:50,40,0,0,0
2022/05/01 00:55:07,44,4,0,1
2022/05/01 00:55:23,43,1,2,0
2022/05/01 00:55:39,40,0,3,0
2022/05/01 00:55:55,38,0,2,0
2022/05/01 00:56:11,39,1,0,0
2022/05/01 00:56:28,38,0,1,0
2022/05/01 00:56:44,34,1,5,-1
2022/05/01 00:57:00,33,1,2,-2
2022/05/01 00:57:16,35,5,3,-1
2022/05/01 00:57:32,34,2,3,-1
2022/05/01 00:57:48,33,2,3,-2
2022/05/01 00:58:04,33,2,2,-2
2022/05/01 00:58:20,32,0,1,-2
2022/05/01 00:58:37,30,2,4,-3
2022/05/01 00:58:53,32,2,0,-2
2022/05/01 00:59:09,31,3,4,-2
2022/05/01 00:59:25,30,0,1,-3
2022/05/01 00:59:41,32,2,0,-2
2022/05/01 00:59:57,35,3,0,-1
2022/05/01 01:00:13,36,2,1,-1
2022/05/01 01:00:29,39,3,0,0
2022/05/01 01:00:45,39,1,1,0
2022/05/01 01:01:01,37,0,2,0
2022/05/01 01:01:17,35,2,4,-1
2022/05/01 01:01:34,37,5,3,0
2022/05/01 01:01:50,39,4,2,0
2022/05/01 01:02:06,38,1,2,0
2022/05/01 01:02:22,39,2,1,0
2022/05/01 01:02:38,38,1,2,0
2022/05/01 01:02:54,38,2,2,0
2022/05/01 01:03:10,37,1,2,0
2022/05/01 01:03:26,38,3,2,0
2022/05/01 01:03:42,39,3,2,0
2022/05/01 01:03:58,36,0,3,-1
2022/05/01 01:04:14,38,3,1,0
2022/05/01 01:04:30,41,5,2,0
2022/05/01 01:04:46,43,3,1,0
2022/05/01 01:05:03,45,3,1,1
2022/05/01 01:05:19,46,3,2,1
2022/05/01 01:05:35,44,1,3,1
2022/05/01 01:05:51,43,2,3,0
2022/05/01 01:06:07,42,2,3,0
2022/05/01 01:06:23,40,0,2,0
2022/05/01 01:06:40,38,0,2,0
2022/05/01 01:06:56,37,0,1,0
2022/05/01 01:07:12,38,2,1,0
2022/05/01 01:07:28,35,0,3,-1
2022/05/01 01:07:44,35,2,2,-1
2022/05/01 01:08:01,38,3,0,0
2022/05/01 01:08:17,37,0,1,0
2022/05/01 01:08:33,34,0,3,-1
2022/05/01 01:08:49,34,2,2,-1
2022/05/01 01:09:05,31,0,3,-2
2022/05/01 01:09:21,28,1,4,-3
2022/05/01 01:09:37,27,1,2,-4
2022/05/01 01:09:53,27,3,3,-4
2022/05/01 01:10:09,26,0,1,-4
2022/05/01 01:10:25,27,1,0,-4
2022/05/01 01:10:41,29,2,0,-3
2022/05/01 01:10:57,29,0,0,-3
2022/05/01 01:11:13,29,3,3,-3
2022/05/01 01:11:29,28,1,2,-3
2022/05/01 01:11:46,27,1,2,-4
2022/05/01 01:12:02,25,0,2,-4
2022/05/01 01:12:18,27,4,2,-4
2022/05/01 01:12:34,26,0,1,-4
2022/05/01 01:12:50,24,0,2,-5
2022/05/01 01:13:06,25,2,1,-4
2022/05/01 01:13:22,25,1,1,-4
2022/05/01 01:13:38,27,2,0,-4
2022/05/01 01:13:55,24,0,3,-5
2022/05/01 01:14:11,25,1,0,-4
2022/05/01 01:14:27,25,2,2,-4
2022/05/01 01:14:43,23,0,2,-5
2022/05/01 01:14:59,25,2,0,-4
2022/05/01 01:15:15,24,1,2,-5
2022/05/01 01:15:31,25,1,0,-4
2022/05/01 01:15:47,25,1,1,-4
2022/05/01 01:16:03,24,0,1,-5
2022/05/01 01:16:19,23,1,2,-5
2022/05/01 01:16:35,24,2,1,-5
2022/05/01 01:16:51,25,1,0,-4
2022/05/01 01:17:07,26,3,2,-4
2022/05/01 01:17:23,25,1,2,-4
2022/05/01 01:17:39,24,1,2,-5
2022/05/01 01:17:56,26,2,0,-4
2022/05/01 01:18:12,27,2,1,-4
2022/05/01 01:18:28,25,1,3,-4
2022/05/01 01:18:44,26,1,0,-4
2022/05/01 01:19:00,25,1,2,-4
2022/05/01 01:19:16,24,1,2,-5
2022/05/01 01:19:32,26,2,0,-4
2022/05/01 01:19:49,25,0,1,-4
2022/05/01 01:20:05,26,1,0,-4
2022/05/01 01:20:21,27,2,1,-4
2022/05/01 01:20:37,26,1,2,-4
2022/05/01 01:20:53,25,0,1,-4
2022/05/01 01:21:09,24,2,3,-5
2022/05/01 01:21:25,28,4,0,-3
2022/05/01 01:21:41,27,0,1,-4
2022/05/01 01:21:57,27,2,2,-4
2022/05/01 01:22:13,28,3,2,-3
2022/05/01 01:22:29,30,3,1,-3
2022/05/01 01:22:46,32,3,1,-2
2022/05/01 01:23:02,33,2,1,-2
2022/05/01 01:23:18,33,1,1,-2
2022/05/01 01:23:34,29,0,4,-3
2022/05/01 01:23:50,31,2,0,-2
2022/05/01 01:24:06,31,1,1,-2
2022/05/01 01:24:22,33,2,0,-2
2022/05/01 01:24:38,36,4,1,-1
2022/05/01 01:24:54,38,3,1,0
2022/05/01 01:25:10,37,2,3,0
2022/05/01 01:25:27,37,4,4,0
2022/05/01 01:25:44,37,0,0,0
2022/05/01 01:26:00,41,5,1,0
2022/05/01 01:26:16,40,1,2,0
2022/05/01 01:26:32,37,0,3,0
2022/05/01 01:26:48,35,1,3,-1
2022/05/01 01:27:04,38,4,1,0
2022/05/01 01:27:20,39,2,1,0
2022/05/01 01:27:36,41,2,0,0
2022/05/01 01:27:52,40,1,2,0
2022/05/01 01:28:08,44,5,1,1
2022/05/01 01:28:24,44,3,3,1
2022/05/01 01:28:40,41,0,3,0
2022/05/01 01:28:57,41,3,3,0
2022/05/01 01:29:13,38,1,4,0
2022/05/01 01:29:29,35,2,5,-1
2022/05/01 01:29:45,38,3,0,0
2022/05/01 01:30:01,36,2,4,-1
2022/05/01 01:30:17,36,1,1,-1
2022/05/01 01:30:33,36,0,0,-1
2022/05/01 01:30:49,37,2,1,0
2022/05/01 01:31:05,37,2,2,0
2022/05/01 01:31:21,38,3,2,0
2022/05/01 01:31:37,36,0,2,-1
2022/05/01 01:31:54,35,1,2,-1
2022/05/01 01:32:10,32,2,5,-2
2022/05/01 01:32:26,34,4,2,-1
2022/05/01 01:32:42,35,2,1,-1
2022/05/01 01:32:58,34,1,2,-1
2022/05/01 01:33:14,35,2,1,-1
2022/05/01 01:33:30,32,1,4,-2
2022/05/01 01:33:46,28,0,4,-3
2022/05/01 01:34:02,26,0,2,-4
2022/05/01 01:34:18,25,0,1,-4
2022/05/01 01:34:35,27,2,0,-4
2022/05/01 01:34:51,27,2,2,-4
2022/05/01 01:35:07,28,2,1,-3
2022/05/01 01:35:23,28,4,4,-3
2022/05/01 01:35:39,31,3,0,-2
2022/05/01 01:35:55,34,5,2,-1
2022/05/01 01:36:11,36,3,1,-1
2022/05/01 01:36:27,34,1,3,-1
2022/05/01 01:36:44,31,0,3,-2
2022/05/01 01:37:00,32,2,1,-2
2022/05/01 01:37:16,33,2,1,-2
2022/05/01 01:37:32,34,2,1,-1
2022/05/01 01:37:48,36,2,0,-1
2022/05/01 01:38:04,39,3,0,0
2022/05/01 01:38:20,40,1,0,0
2022/05/01 01:38:36,40,1,1,0
2022/05/01 01:38:52,38,0,2,0
2022/05/01 01:39:08,38,1,1,0
2022/05/01 01:39:24,36,2,4,-1
2022/05/01 01:39:40,33,0,3,-2
2022/05/01 01:39:57,30,3,6,-3
2022/05/01 01:40:13,28,0,2,-3
2022/05/01 01:40:29,27,0,1,-4
2022/05/01 01:40:45,28,2,1,-3
2022/05/01 01:41:01,27,1,2,-4
2022/05/01 01:41:17,30,4,1,-3
2022/05/01 01:41:33,30,3,3,-3
2022/05/01 01:41:49,29,1,2,-3
2022/05/01 01:42:05,29,2,2,-3
2022/05/01 01:42:21,28,0,1,-3
2022/05/01 01:42:37,27,0,1,-4
2022/05/01 01:42:54,27,0,0,-4
2022/05/01 01:43:10,31,5,1,-2
2022/05/01 01:43:26,31,2,2,-2
2022/05/01 01:43:42,36,5,0,-1
2022/05/01 01:43:58,36,3,3,-1
2022/05/01 01:44:14,36,1,1,-1
2022/05/01 01:44:30,38,2,0,0
2022/05/01 01:44:46,38,2,2,0
2022/05/01 01:45:02,40,3,1,0
2022/05/01 01:45:18,39,1,2,0
2022/05/01 01:45:34,38,2,3,0
2022/05/01 01:45:50,45,7,0,1
2022/05/01 01:46:06,45,3,3,1
2022/05/01 01:46:22,47,2,0,2
2022/05/01 01:46:39,48,1,0,2
2022/05/01 01:46:55,49,2,1,2
2022/05/01 01:47:11,49,5,5,2
2022/05/01 01:47:27,48,2,3,2
2022/05/01 01:47:43,43,0,5,0
2022/05/01 01:48:00,42,3,4,0
2022/05/01 01:48:16,47,6,1,2
2022/05/01 01:48:32,51,5,1,3
2022/05/01 01:48:48,52,3,2,3
2022/05/01 01:49:04,55,5,2,4
2022/05/01 01:49:20,55,1,1,4
2022/05/01 01:49:36,55,2,2,4
2022/05/01 01:49:52,51,3,7,3
2022/05/01 01:50:08,51,3,3,3
2022/05/01 01:50:24,53,4,2,4
2022/05/01 01:50:40,54,3,2,4
2022/05/01 01:50:57,56,4,2,5
2022/05/01 01:51:13,58,7,5,5
2022/05/01 01:51:29,61,4,1,6
2022/05/01 01:51:45,70,9,0,9
2022/05/01 01:52:01,70,3,3,9
2022/05/01 01:52:17,67,2,5,8
2022/05/01 01:52:33,67,4,4,8
2022/05/01 01:52:49,64,1,4,7
2022/05/01 01:53:05,60,1,5,6
2022/05/01 01:53:21,62,3,1,6
2022/05/01 01:53:37,62,2,2,6
2022/05/01 01:53:54,61,2,3,6
2022/05/01 01:54:10,62,3,2,6
2022/05/01 01:54:26,58,2,6,5
2022/05/01 01:54:42,57,2,3,5
2022/05/01 01:54:58,57,4,4,5
2022/05/01 01:55:14,51,1,7,3
2022/05/01 01:55:30,52,5,4,3
2022/05/01 01:55:46,46,3,9,1
2022/05/01 01:56:02,46,3,3,1
2022/05/01 01:56:18,46,2,2,1
2022/05/01 01:56:34,45,3,4,1
2022/05/01 01:56:50,47,3,1,2
2022/05/01 01:57:06,48,2,1,2
2022/05/01 01:57:22,47,2,3,2
2022/05/01 01:57:38,45,2,4,1
2022/05/01 01:57:55,44,1,2,1
2022/05/01 01:58:11,41,0,3,0
2022/05/01 01:58:27,41,1,1,0
2022/05/01 01:58:43,40,0,1,0
2022/05/01 01:58:59,38,0,2,0
2022/05/01 01:59:15,38,2,2,0
2022/05/01 01:59:31,34,1,5,-1
2022/05/01 01:59:47,32,2,4,-2
2022/05/01 02:00:04,28,0,4,-3
2022/05/01 02:00:20,28,2,2,-3
2022/05/01 02:00:36,25,0,3,-4
2022/05/01 02:00:52,24,2,3,-5
2022/05/01 02:01:08,22,1,3,-5
2022/05/01 02:01:24,22,1,1,-5
2022/05/01 02:01:40,24,3,1,-5
2022/05/01 02:01:57,25,1,0,-4
2022/05/01 02:02:13,27,2,0,-4
2022/05/01 02:02:29,29,3,1,-3
2022/05/01 02:02:45,32,3,0,-2
2022/05/01 02:03:01,35,3,0,-1
2022/05/01 02:03:17,35,2,2,-1
2022/05/01 02:03:33,37,3,1,0
2022/05/01 02:03:49,38,3,2,0
2022/05/01 02:04:05,43,5,0,0
2022/05/01 02:04:21,41,0,2,0
2022/05/01 02:04:37,43,2,0,0
2022/05/01 02:04:53,42,1,2,0
2022/05/01 02:05:09,44,4,2,1
2022/05/01 02:05:25,46,3,1,1
2022/05/01 02:05:42,46,2,2,1
2022/05/01 02:05:58,45,1,2,1
2022/05/01 02:06:14,44,1,2,1
2022/05/01 02:06:30,43,1,2,0
2022/05/01 02:06:46,41,1,3,0
2022/05/01 02:07:02,38,1,4,0
2022/05/01 02:07:18,36,0,2,-1
2022/05/01 02:07:34,35,2,3,-1
2022/05/01 02:07:50,33,1,3,-2
2022/05/01 02:08:06,32,4,5,-2
2022/05/01 02:08:22,33,1,0,-2
2022/05/01 02:08:38,34,2,1,-1
2022/05/01 02:08:55,35,3,2,-1
2022/05/01 02:09:11,33,2,4,-2
2022/05/01 02:09:27,31,1,3,-2
2022/05/01 02:09:43,30,0,1,-3
2022/05/01 02:09:59,33,4,1,-2
2022/05/01 02:10:15,35,3,1,-1
2022/05/01 02:10:31,35,1,1,-1
2022/05/01 02:10:47,36,2,1,-1
2022/05/01 02:11:03,34,0,2,-1
2022/05/01 02:11:19,38,4,0,0
2022/05/01 02:11:35,38,2,2,0
2022/05/01 02:11:51,37,0,1,0
2022/05/01 02:12:07,37,2,2,0
2022/05/01 02:12:24,37,1,1,0
2022/05/01 02:12:40,36,1,2,-1
2022/05/01 02:12:56,33,1,4,-2
2022/05/01 02:13:12,33,2,2,-2
2022/05/01 02:13:28,33,2,2,-2
2022/05/01 02:13:44,38,5,0,0
2022/05/01 02:14:00,37,3,4,0
2022/05/01 02:14:17,35,0,2,-1
2022/05/01 02:14:33,34,0,1,-1
2022/05/01 02:14:49,32,0,2,-2
2022/05/01 02:15:05,37,5,0,0
2022/05/01 02:15:21,34,0,3,-1
2022/05/01 02:15:37,34,1,1,-1
2022/05/01 02:15:54,35,3,2,-1
2022/05/01 02:16:10,34,0,1,-1
2022/05/01 02:16:26,36,3,1,-1
2022/05/01 02:16:42,34,0,2,-1
2022/05/01 02:16:58,35,2,1,-1
2022/05/01 02:17:14,34,2,3,-1
2022/05/01 02:17:30,35,2,1,-1
2022/05/01 02:17:46,30,0,5,-3
2022/05/01 02:18:02,31,5,4,-2
2022/05/01 02:18:18,32,1,0,-2
2022/05/01 02:18:35,32,1,1,-2
2022/05/01 02:18:51,33,2,1,-2
2022/05/01 02:19:07,31,2,4,-2
2022/05/01 02:19:23,36,5,0,-1
2022/05/01 02:19:39,37,2,1,0
2022/05/01 02:19:55,36,2,3,-1
2022/05/01 02:20:11,37,1,0,0
2022/05/01 02:20:27,35,1,3,-1
2022/05/01 02:20:44,37,4,2,0
2022/05/01 02:21:00,36,0,1,-1
2022/05/01 02:21:16,37,3,2,0
2022/05/01 02:21:32,36,1,2,-1
2022/05/01 02:21:48,36,0,0,-1
2022/05/01 02:22:04,32,0,4,-2
2022/05/01 02:22:20,32,1,1,-2
2022/05/01 02:22:36,32,1,1,-2
2022/05/01 02:22:52,30,0,2,-3
2022/05/01 02:23:08,30,1,1,-3
2022/05/01 02:23:24,26,0,4,-4
2022/05/01 02:23:41,23,0,3,-5
2022/05/01 02:24:02,22,1,2,-5
2022/05/01 02:24:18,22,1,1,-5
2022/05/01 02:24:34,22,2,2,-5
2022/05/01 02:24:50,20,0,2,-6
2022/05/01 02:25:06,19,0,1,-6
2022/05/01 02:25:22,18,2,3,-6
2022/05/01 02:25:38,18,1,1,-6
2022/05/01 02:25:54,18,0,0,-6
2022/05/01 02:26:11,18,0,0,-6
2022/05/01 02:26:27,18,0,0,-6
2022/05/01 02:26:43,18,1,1,-6
2022/05/01 02:26:59,18,2,2,-6
2022/05/01 02:27:15,17,1,2,-7
2022/05/01 02:27:31,18,1,0,-6
2022/05/01 02:27:47,20,2,0,-6
2022/05/01 02:28:03,21,2,1,-5
2022/05/01 02:28:19,19,0,2,-6
2022/05/01 02:28:35,19,1,1,-6
2022/05/01 02:28:51,21,2,0,-5
2022/05/01 02:29:07,21,0,0,-5
2022/05/01 02:29:23,23,4,2,-5
2022/05/01 02:29:39,23,1,1,-5
2022/05/01 02:29:56,23,0,0,-5
2022/05/01 02:30:12,25,2,0,-4
2022/05/01 02:30:28,26,1,0,-4
2022/05/01 02:30:44,26,1,1,-4
2022/05/01 02:31:00,25,1,2,-4
2022/05/01 02:31:16,25,0,0,-4
2022/05/01 02:31:32,25,1,1,-4
2022/05/01 02:31:48,26,3,2,-4
2022/05/01 02:32:05,27,1,0,-4
2022/05/01 02:32:21,25,0,2,-4
2022/05/01 02:32:37,24,1,2,-5
2022/05/01 02:32:53,27,5,2,-4
2022/05/01 02:33:09,28,2,1,-3
2022/05/01 02:33:25,29,4,3,-3
2022/05/01 02:33:41,31,2,0,-2
2022/05/01 02:33:57,32,1,0,-2
2022/05/01 02:34:13,31,3,4,-2
2022/05/01 02:34:31,33,2,0,-2
2022/05/01 02:34:47,33,0,0,-2
2022/05/01 02:35:03,32,0,1,-2
2022/05/01 02:35:19,35,3,0,-1
2022/05/01 02:35:36,35,1,1,-1
2022/05/01 02:35:52,33,2,4,-2
2022/05/01 02:36:08,36,4,1,-1
2022/05/01 02:36:24,36,0,0,-1
2022/05/01 02:36:40,34,0,2,-1
2022/05/01 02:36:57,31,1,4,-2
2022/05/01 02:37:13,31,2,2,-2
2022/05/01 02:37:29,31,2,2,-2
2022/05/01 02:37:45,30,0,1,-3
2022/05/01 02:38:01,28,1,3,-3
2022/05/01 02:38:17,25,0,3,-4
2022/05/01 02:38:33,24,0,1,-5
2022/05/01 02:38:49,26,2,0,-4
2022/05/01 02:39:05,27,1,0,-4
2022/05/01 02:39:21,25,1,3,-4
2022/05/01 02:39:37,24,0,1,-5
2022/05/01 02:39:53,24,2,2,-5
2022/05/01 02:40:09,21,0,3,-5
2022/05/01 02:40:25,22,1,0,-5
2022/05/01 02:40:42,21,0,1,-5
2022/05/01 02:40:58,21,1,1,-5
2022/05/01 02:41:14,19,0,2,-6
2022/05/01 02:41:30,19,0,0,-6
2022/05/01 02:41:46,21,2,0,-5
2022/05/01 02:42:02,20,0,1,-6
2022/05/01 02:42:18,21,1,0,-5
2022/05/01 02:42:34,21,0,0,-5
2022/05/01 02:42:50,20,1,2,-6
2022/05/01 02:43:06,20,0,0,-6
2022/05/01 02:43:22,21,2,1,-5
2022/05/01 02:43:38,20,0,1,-6
2022/05/01 02:43:55,21,3,2,-5
2022/05/01 02:44:11,24,4,1,-5
2022/05/01 02:44:27,25,1,0,-4
2022/05/01 02:44:43,26,1,0,-4
2022/05/01 02:44:59,26,3,3,-4
2022/05/01 02:45:15,27,1,0,-4
2022/05/01 02:45:31,27,0,0,-4
2022/05/01 02:45:47,28,2,1,-3
2022/05/01 02:46:03,29,1,0,-3
2022/05/01 02:46:19,30,1,0,-3
2022/05/01 02:46:35,32,2,0,-2
2022/05/01 02:46:52,32,1,1,-2
2022/05/01 02:47:08,32,0,0,-2
2022/05/01 02:47:24,31,1,2,-2
2022/05/01 02:47:40,31,2,2,-2
2022/05/01 02:47:56,32,3,2,-2
2022/05/01 02:48:12,30,3,5,-3
2022/05/01 02:48:29,28,0,2,-3
2022/05/01 02:48:45,32,5,1,-2
2022/05/01 02:49:01,29,0,3,-3
2022/05/01 02:49:17,29,1,1,-3
2022/05/01 02:49:33,29,0,0,-3
2022/05/01 02:49:49,29,1,1,-3
2022/05/01 02:50:05,27,0,2,-4
2022/05/01 02:50:21,27,0,0,-4
2022/05/01 02:50:37,26,1,2,-4
2022/05/01 02:50:53,27,1,0,-4
2022/05/01 02:51:09,29,2,0,-3
2022/05/01 02:51:25,27,0,2,-4
2022/05/01 02:51:41,26,0,1,-4
2022/05/01 02:51:57,23,0,3,-5
2022/05/01 02:52:13,20,0,3,-6
2022/05/01 02:52:29,22,3,1,-5
2022/05/01 02:52:46,19,1,4,-6
2022/05/01 02:53:02,19,1,1,-6
2022/05/01 02:53:18,18,1,2,-6
2022/05/01 02:53:34,19,2,1,-6
2022/05/01 02:53:50,18,0,1,-6
2022/05/01 02:54:06,18,0,0,-6
2022/05/01 02:54:22,19,1,0,-6
2022/05/01 02:54:38,20,2,1,-6
2022/05/01 02:54:55,20,2,2,-6
2022/05/01 02:55:11,20,1,1,-6
2022/05/01 02:55:27,20,0,0,-6
2022/05/01 02:55:43,22,3,1,-5
2022/05/01 02:55:59,23,1,0,-5
2022/05/01 02:56:15,24,1,0,-5
2022/05/01 02:56:31,22,1,3,-5
2022/05/01 02:56:47,22,1,1,-5
2022/05/01 02:57:04,21,0,1,-5
2022/05/01 02:57:20,21,1,1,-5
2022/05/01 02:57:36,20,0,1,-6
2022/05/01 02:57:52,21,1,0,-5
2022/05/01 02:58:08,22,1,0,-5
2022/05/01 02:58:24,22,1,1,-5
2022/05/01 02:58:41,21,1,2,-5
2022/05/01 02:58:57,18,0,3,-6
2022/05/01 02:59:13,18,0,0,-6
2022/05/01 02:59:29,18,1,1,-6
2022/05/01 02:59:45,17,2,3,-7
2022/05/01 03:00:01,17,1,1,-7
2022/05/01 03:00:17,17,0,0,-7
2022/05/01 03:00:33,16,0,1,-7
2022/05/01 03:00:49,15,0,1,-7
2022/05/01 03:01:05,17,2,0,-7
2022/05/01 03:01:22,19,3,1,-6
2022/05/01 03:01:38,20,1,0,-6
2022/05/01 03:01:54,19,0,1,-6
2022/05/01 03:02:10,17,0,2,-7
2022/05/01 03:02:26,17,1,1,-7
2022/05/01 03:02:42,21,4,0,-5
2022/05/01 03:02:58,20,0,1,-6
2022/05/01 03:03:14,21,1,0,-5
2022/05/01 03:03:30,22,1,0,-5
2022/05/01 03:03:46,21,2,3,-5
2022/05/01 03:04:02,20,0,1,-6
2022/05/01 03:04:18,20,0,0,-6
2022/05/01 03:04:35,22,2,0,-5
2022/05/01 03:04:51,22,0,0,-5
2022/05/01 03:05:07,22,2,2,-5
2022/05/01 03:05:23,23,4,3,-5
2022/05/01 03:05:39,25,3,1,-4
2022/05/01 03:05:55,26,1,0,-4
2022/05/01 03:06:11,27,1,0,-4
2022/05/01 03:06:28,26,0,1,-4
2022/05/01 03:06:44,23,0,3,-5
2022/05/01 03:07:00,24,1,0,-5
2022/05/01 03:07:16,25,1,0,-4
2022/05/01 03:07:32,26,1,0,-4
2022/05/01 03:07:48,25,0,1,-4
2022/05/01 03:08:04,25,0,0,-4
2022/05/01 03:08:20,25,0,0,-4
2022/05/01 03:08:36,24,1,2,-5
2022/05/01 03:08:52,25,1,0,-4
2022/05/01 03:09:08,23,0,2,-5
2022/05/01 03:09:24,19,0,4,-6
2022/05/01 03:09:40,17,1,3,-7
2022/05/01 03:09:57,20,4,1,-6
2022/05/01 03:10:13,19,1,2,-6
2022/05/01 03:10:29,19,0,0,-6
2022/05/01 03:10:45,20,1,0,-6
2022/05/01 03:11:01,19,0,1,-6
2022/05/01 03:11:17,18,1,2,-6
2022/05/01 03:11:33,19,1,0,-6
2022/05/01 03:11:49,19,0,0,-6
2022/05/01 03:12:05,21,2,0,-5
2022/05/01 03:12:21,23,2,0,-5
2022/05/01 03:12:37,22,0,1,-5
2022/05/01 03:12:54,22,1,1,-5
2022/05/01 03:13:10,22,0,0,-5
2022/05/01 03:13:26,22,0,0,-5
2022/05/01 03:13:42,23,1,0,-5
2022/05/01 03:13:58,19,0,4,-6
2022/05/01 03:14:14,22,4,1,-5
2022/05/01 03:14:30,26,5,1,-4
2022/05/01 03:14:46,27,1,0,-4
2022/05/01 03:15:02,27,0,0,-4
2022/05/01 03:15:18,25,0,2,-4
2022/05/01 03:15:34,26,3,2,-4
2022/05/01 03:15:50,27,1,0,-4
2022/05/01 03:16:06,28,3,2,-3
2022/05/01 03:16:22,27,1,2,-4
2022/05/01 03:16:38,30,3,0,-3
2022/05/01 03:16:55,29,0,1,-3
2022/05/01 03:17:11,30,1,0,-3
2022/05/01 03:17:27,30,0,0,-3
2022/05/01 03:17:43,32,2,0,-2
2022/05/01 03:17:59,35,3,0,-1
2022/05/01 03:18:15,31,0,4,-2
2022/05/01 03:18:31,27,1,5,-4
2022/05/01 03:18:47,26,0,1,-4
2022/05/01 03:19:03,27,2,1,-4
2022/05/01 03:19:19,28,1,0,-3
2022/05/01 03:19:36,25,0,3,-4
2022/05/01 03:19:52,26,1,0,-4
2022/05/01 03:20:08,24,1,3,-5
2022/05/01 03:20:24,24,1,1,-5
2022/05/01 03:20:40,21,0,3,-5
2022/05/01 03:20:56,21,0,0,-5
2022/05/01 03:21:12,21,1,1,-5
2022/05/01 03:21:29,21,0,0,-5
2022/05/01 03:21:45,19,0,2,-6
2022/05/01 03:22:01,18,0,1,-6
2022/05/01 03:22:17,16,0,2,-7
2022/05/01 03:22:33,17,1,0,-7
2022/05/01 03:22:49,18,1,0,-6
2022/05/01 03:23:05,17,0,1,-7
2022/05/01 03:23:21,18,1,0,-6
2022/05/01 03:23:37,17,1,2,-7
2022/05/01 03:23:53,16,0,1,-7
2022/05/01 03:24:09,14,0,2,-8
2022/05/01 03:24:25,13,0,1,-8
2022/05/01 03:24:41,12,0,1,-8
2022/05/01 03:24:57,13,1,0,-8
2022/05/01 03:25:13,13,0,0,-8
2022/05/01 03:25:29,13,0,0,-8
2022/05/01 03:25:46,14,1,0,-8
2022/05/01 03:26:02,14,0,0,-8
2022/05/01 03:26:18,14,0,0,-8
2022/05/01 03:26:34,10,0,4,-9
2022/05/01 03:26:50,10,1,1,-9
2022/05/01 03:27:06,9,0,1,-9
2022/05/01 03:27:23,10,3,2,-9
2022/05/01 03:27:39,8,0,2,-10
2022/05/01 03:27:56,9,1,0,-9
2022/05/01 03:28:12,9,0,0,-9
2022/05/01 03:28:28,11,2,0,-9
2022/05/01 03:28:44,13,2,0,-8
2022/05/01 03:29:00,14,2,1,-8
